Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
042660,KR7042660001,한화오션,KOSPI,,113100,1,600,0.53,113600,113800,111000,1238224,139211621850,34318300128000,306413394,STK
012330,KR7012330007,현대모비스,KOSPI,,360500,2,-1500,-0.41,370000,374500,360000,378606,137747819000,32890561337500,90732583,STK
009540,KR7009540006,HD한국조선해양,KOSPI,,445500,1,3500,0.79,448500,452500,441000,220681,98389219500,31564809736000,70773116,STK
015760,KR7015760002,한국전력,KOSPI,,48800,2,-1000,-2.01,49900,50200,48800,4507538,221779364775,31552534384550,641964077,STK
032830,KR7032830002,삼성생명,KOSPI,,153100,2,-1300,-0.84,156600,156600,153100,385859,59283697650,30800000000000,200000000,STK
267260,KR7267260008,HD현대일렉트릭,KOSPI,,846000,2,-3000,-0.35,868000,882000,846000,165857,142490482500,30676111885000,36047135,STK
010130,KR7010130003,고려아연,KOSPI,,1536000,1,56000,3.78,1502000,1553000,1476000,50872,77741704500,29691908705000,19343263,STK
051910,KR7051910008,LG화학,KOSPI,,365500,2,-10500,-2.79,379500,380500,365500,278617,102836554250,26048574567000,70592343,STK
035720,KR7035720002,카카오,KOSPI,,59200,3,0,0.0,59500,59700,58500,2500976,147688838200,26012188490400,442384158,STK
086790,KR7086790003,하나금융지주,KOSPI,,91600,3,0,0.0,92600,93300,91500,905692,83341355000,25578142306600,278325814,STK
005490,KR7005490008,POSCO홀딩스,KOSPI,,308000,2,-6500,-2.07,316500,317500,308000,343074,106389839250,25170148072000,80932952,STK
006400,KR7006400006,삼성SDI,KOSPI,,308000,2,-9500,-2.99,321000,321500,308000,458984,143030681750,24981514300000,80585530,STK
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,우량기업부,453500,2,-3000,-0.66,460000,461500,449500,499579,226941447000,24131110388000,53505788,KSQ
010140,KR7010140002,삼성중공업,KOSPI,,25800,2,-450,-1.71,26600,26650,25750,3501831,91012359725,22792000000000,880000000,STK
000810,KR7000810002,삼성화재,KOSPI,,630000,1,139000,28.31,495500,630000,483500,187751,107800652250,22269399020000,46011155,STK
316140,KR7316140003,우리금융지주,KOSPI,,27500,2,-50,-0.18,28050,28150,27500,2841567,78487531375,20370617880000,734076320,STK
009150,KR7009150004,삼성전기,KOSPI,,269500,1,1000,0.37,272000,282500,269500,814691,223704436000,20204644768000,74693696,STK
064350,KR7064350002,현대로템,KOSPI,,179200,2,-7800,-4.17,187400,191000,179200,762743,139907734600,19754755033000,109142293,STK
003670,KR7003670007,포스코퓨처엠,KOSPI,,222000,1,1500,0.68,225000,225000,215500,501074,110583311500,19568168400000,88946220,STK
011200,KR7011200003,HMM,KOSPI,,20400,1,250,1.24,20250,20650,20100,1602934,32713037200,19242054588000,943237970,STK
096770,KR7096770003,SK이노베이션,KOSPI,,112300,2,-4300,-3.69,117700,117700,112300,582960,66039404750,19170586159200,169052788,STK
034730,KR7034730002,SK,KOSPI,,261500,2,-3500,-1.32,269500,272000,261500,208473,55154674500,19068210889000,72502703,STK
138040,KR7138040001,메리츠금융지주,KOSPI,,108500,2,-600,-0.55,109500,110600,108500,281829,30729808900,19064128902400,175221773,STK
298040,KR7298040007,효성중공업,KOSPI,,1978000,1,33000,1.7,1988000,2080000,1965000,97948,197671833500,18406657752000,9324548,STK
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,173800,2,-5700,-3.18,181500,181900,172500,848007,148184463900,16929412646400,97801344,KSQ
024110,KR7024110009,기업은행,KOSPI,,20650,2,-50,-0.24,20900,21000,20650,1808147,37462469525,16586458075200,797425869,STK
033780,KR7033780008,KT&G,KOSPI,,141600,2,-100,-0.07,142200,142300,139100,520200,73108211700,16552123293500,117976645,STK
267250,KR7267250009,HD현대,KOSPI,,203000,2,-4000,-1.93,209000,210500,203000,155426,31752429250,16154085882500,78993085,STK
066570,KR7066570003,LG전자,KOSPI,,94700,1,200,0.21,95900,96800,94700,785334,74896184800,15523072681100,162886387,STK
086520,KR7086520004,에코프로,KOSDAQ GLOBAL,중견기업부,112800,2,-4000,-3.42,117500,118200,112500,3927391,449222571450,15397015636800,135776152,KSQ
010120,KR7010120004,LS ELECTRIC,KOSPI,,497000,2,-4000,-0.8,511000,522000,497000,181252,91731256000,15060000000000,30000000,STK
0126Z0,KR70126Z0002,삼성에피스홀딩스,KOSPI,,569000,1,4000,0.71,572000,606000,563000,1264255,739305914500,14208220979000,24883049,STK
000150,KR7000150003,두산,KOSPI,,848000,2,-36000,-4.07,888000,888000,848000,119173,102694344500,13845728925000,16193835,STK
086280,KR7086280005,현대글로비스,KOSPI,,182600,1,1800,1.0,182100,183000,177700,316114,57177820250,13567500000000,75000000,STK
018260,KR7018260000,삼성에스디에스,KOSPI,,174400,1,900,0.52,174900,176200,173300,151322,26427879500,13510163880000,77377800,STK
030200,KR7030200000,KT,KOSPI,,51300,2,-500,-0.97,52200,53100,51300,815584,42369947616,13357149305000,252021685,STK
003550,KR7003550001,LG,KOSPI,,81700,2,-800,-0.97,83300,83300,81600,329912,27073745600,12630747811500,154221585,STK
352820,KR7352820005,하이브,KOSPI,,294500,2,-4500,-1.51,301500,301500,294500,175728,52065856250,12598336904000,42561949,STK
006800,KR7006800007,미래에셋증권,KOSPI,,21400,3,0,0.0,21650,22100,21350,3908120,84766328875,12204771131200,570316408,STK
259960,KR7259960003,크래프톤,KOSPI,,241500,2,-6000,-2.42,249500,249500,241500,112519,27318466250,11518681383000,47401981,STK
017670,KR7017670001,SK텔레콤,KOSPI,,53400,2,-200,-0.37,53800,53900,53400,697546,37322608650,11512746840800,214790053,STK
042700,KR7042700005,한미반도체,KOSPI,,121000,2,-100,-0.08,121600,127900,119200,1619725,198517115850,11427932780000,95312200,STK
007660,KR7007660004,이수페타시스,KOSPI,,148200,1,300,0.2,148200,156600,146700,3492743,525125009600,10982019162400,73409219,STK
298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,196300,2,-6700,-3.3,202500,204000,194600,896784,177978454600,10832094922500,55125165,KSQ
047810,KR7047810007,한국항공우주,KOSPI,,109600,1,500,0.46,109700,112100,108900,561344,61880774800,10780746834200,97475107,STK
326030,KR7326030004,SK바이오팜,KOSPI,,135700,2,-400,-0.29,137400,139100,135300,260187,35614331850,10650602000000,78313250,STK
323410,KR7323410001,카카오뱅크,KOSPI,,21450,2,-50,-0.23,21650,21700,21400,820737,17644551600,10279143917350,476990437,STK
003230,KR7003230000,삼양식품,KOSPI,,1276000,2,-16000,-1.24,1299000,1299000,1263000,59452,75999772500,9604594125000,7533015,STK
278470,KR7278470000,에이피알,KOSPI,,253500,1,1500,0.6,255000,261500,252000,276034,70475077250,9526101697500,37430655,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,53600,2,-400,-0.74,54700,54700,53100,776931,41762803650,9517422830800,175922788,STK
000100,KR7000100008,유한양행,KOSPI,,116000,1,100,0.09,116500,117500,115800,424947,49504043300,9292332379400,79968437,STK
010950,KR7010950004,S-Oil,KOSPI,,80600,2,-1100,-1.35,82300,82700,80300,229338,18595309500,9130464431200,112582792,STK
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,470000,2,-1500,-0.32,474000,486500,463500,274373,130464140750,9108233331000,19399858,KSQ
272210,KR7272210006,한화시스템,KOSPI,,48050,1,550,1.16,47850,48200,46850,916529,43571850100,8992562916400,188919389,STK
443060,KR7443060009,HD현대마린솔루션,KOSPI,,201000,1,3200,1.62,199800,202500,196100,264919,53092740800,8965842000000,44829210,STK
010620,KR7010620003,HD현대미포,KOSPI,,223000,0,0,0.0,0,0,0,0,0,8907099227000,39942149,STK
071050,KR7071050009,한국금융지주,KOSPI,,157000,2,-3600,-2.24,162200,163300,157000,407403,64518526500,8804706736000,55725992,STK
005830,KR7005830005,DB손해보험,KOSPI,,120100,1,200,0.17,120900,120900,118400,276951,33221403200,8488920000000,70800000,STK
307950,KR7307950006,현대오토에버,KOSPI,,299000,1,4500,1.53,296000,306000,290500,494842,147837121750,8254618582000,27423982,STK
079550,KR7079550000,LIG넥스원,KOSPI,,372500,2,-10000,-2.61,386000,388000,372000,153312,57423244250,8250000000000,22000000,STK
000720,KR7000720003,현대건설,KOSPI,,73600,1,1800,2.51,71800,77200,71600,3167391,237055511050,8240326610000,111355765,STK
003490,KR7003490000,대한항공,KOSPI,,22100,2,-100,-0.45,22400,22400,22050,1238545,27441002575,8156087641150,368220661,STK
180640,KR7180640005,한진칼,KOSPI,,110600,2,-300,-0.27,112000,112200,109100,125486,13887274350,7457346564300,66762279,STK
039490,KR7039490008,키움증권,KOSPI,,277500,2,-3500,-1.25,284500,287500,277500,96066,26928382250,7443016000000,26582200,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,59300,2,-700,-1.17,60500,60500,58600,499676,29546724150,7321016577900,123875069,STK
005940,KR7005940002,NH투자증권,KOSPI,,20700,2,-50,-0.24,20950,21100,20350,2038660,41937395825,7305059564500,356344369,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,121800,1,500,0.41,122200,123100,120800,226966,27650412700,7153664425700,58492759,STK
005387,KR7005382007,현대차2우B,KOSPI,,204500,2,-4000,-1.92,210000,210500,203000,129331,26620464500,7150123685000,34963930,STK
016360,KR7016360000,삼성증권,KOSPI,,78100,2,-1200,-1.51,80000,80300,78100,443673,34878594450,7010050000000,89300000,STK
011070,KR7011070000,LG이노텍,KOSPI,,294500,1,5500,1.9,294000,299500,290500,186518,55322080000,6969963011500,23667107,STK
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,187300,2,-1600,-0.85,191000,191500,187000,290585,54784689200,6849794239800,36610338,KSQ
950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),81500,2,-1100,-1.33,84000,84000,80400,327586,26766770450,6782533097500,83221265,KSQ
029780,KR7029780004,삼성카드,KOSPI,,55500,1,2200,4.13,53800,56300,53300,292329,16205647050,6488097896000,115858891,STK
028300,KR7028300002,HLB,KOSDAQ,중견기업부,48300,2,-700,-1.43,48850,49000,48100,572283,27683055750,6401468490500,131853110,KSQ
087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,272500,2,-8000,-2.85,283000,283000,271500,209702,57730660750,6388953900000,23317350,KSQ
377300,KR7377300009,카카오페이,KOSPI,,47150,2,-650,-1.36,47800,48100,47000,850811,40176218750,6365080906200,135139722,STK
032640,KR7032640005,LG유플러스,KOSPI,,14940,2,-220,-1.45,15300,15300,14670,2818927,41887683005,6361459654000,429828355,STK
064400,KR7064400005,LG씨엔에스,KOSPI,,65400,1,900,1.4,64900,66200,63600,2805404,182586057700,6326652404400,96885948,STK
034220,KR7034220004,LG디스플레이,KOSPI,,12480,2,-200,-1.58,12800,12820,12450,1946672,24417258785,6250000000000,500000000,STK
021240,KR7021240007,코웨이,KOSPI,,85900,1,1300,1.54,85200,87300,84000,365043,31335812400,6176994524700,71909133,STK
000880,KR7000880005,한화,KOSPI,,82000,2,-1000,-1.2,83800,84800,81600,218647,18030129800,6154112143500,74958735,STK
006260,KR7006260004,LS,KOSPI,,183400,2,-1900,-1.03,187100,189100,182700,136945,25322627500,5842310000000,31700000,STK
128940,KR7128940004,한미약품,KOSPI,,450000,1,16500,3.81,438000,464000,435500,218220,98604792750,5739323968000,12810991,STK
241560,KR7241560002,두산밥캣,KOSPI,,59500,1,600,1.02,59700,60800,59300,354377,21217152850,5713021474000,95856065,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,11630,1,10,0.09,11620,11690,11570,1870622,21781583380,5569862778590,478921993,STK
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,237000,2,-2500,-1.04,239000,240000,234000,184586,43723582250,5512505920000,23457472,KSQ
454910,KR7454910001,두산로보틱스,KOSPI,,83500,2,-100,-0.12,84800,85300,81800,499729,41796129600,5360612346000,64819980,STK
001040,KR7001040005,CJ,KOSPI,,182200,1,2100,1.17,182200,184900,180200,109227,19947870300,5324802135000,29176998,STK
078930,KR7078930005,GS,KOSPI,,56100,2,-400,-0.71,57000,57000,54800,785624,43735521250,5166095016800,92915378,STK
066970,KR7066970005,엘앤에프,KOSPI,,127000,2,-100,-0.08,130100,130300,125200,510880,64935341000,5076477696000,39659982,STK
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,64500,1,700,1.1,64300,65200,63900,511397,33000787300,4923285510000,76211850,KSQ
028050,KR7028050003,삼성E&A,KOSPI,,24750,1,50,0.2,24750,25100,24700,838227,20830211425,4860800000000,196000000,STK
138930,KR7138930003,BNK금융지주,KOSPI,,15140,2,-180,-1.17,15470,15500,15140,997674,15222461620,4801272101580,314425154,STK
005385,KR7005381009,현대차우,KOSPI,,202500,2,-4000,-1.94,206500,209500,202000,113146,23125695000,4726544400000,23340960,STK
009830,KR7009830001,한화솔루션,KOSPI,,27550,1,350,1.29,27700,27800,27250,831799,22879419725,4718450113200,171892536,STK
175330,KR7175330000,JB금융지주,KOSPI,,24350,2,-200,-0.81,24800,24850,24350,488259,11958218000,4652172724500,189884601,STK
062040,KR7062040001,산일전기,KOSPI,,149000,1,600,0.4,151000,154300,147100,854370,128177494950,4533290280000,30445200,STK
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,301500,1,17500,6.16,286500,315500,284000,2004283,604380299750,4385596488000,14570088,KSQ
450080,KR7450080007,에코프로머티,KOSPI,,61800,2,-2300,-3.59,64800,64900,61600,343750,21507939450,4381698623400,70558754,STK
011790,KR7011790003,SKC,KOSPI,,113400,2,-500,-0.44,115800,116700,113000,247233,28264005350,4282904503800,37868298,STK
251270,KR7251270005,넷마블,KOSPI,,49150,2,-250,-0.51,49450,50200,49000,294492,14570682050,4263293699200,85953502,STK
036570,KR7036570000,엔씨소프트,KOSPI,,193100,2,-7400,-3.69,201500,202000,192600,286069,55624321650,4183849072400,21544022,STK
001440,KR7001440007,대한전선,KOSPI,,22300,2,-200,-0.89,22550,23200,22250,2703125,61433071200,4167097155000,186447300,STK
022100,KR7022100002,포스코DX,KOSPI,,27250,2,-350,-1.27,27850,27950,26900,659779,18004136750,4150548101700,152034729,STK
004020,KR7004020004,현대제철,KOSPI,,30550,2,-400,-1.29,31250,31700,30550,499531,15406248200,4096785599500,133445785,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,52600,1,300,0.57,53200,53800,52000,154892,8155119600,4090869369000,78369145,STK
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,384500,2,-1500,-0.39,390000,404500,383500,164003,64462535750,4031183424000,10389648,KSQ
271560,KR7271560005,오리온,KOSPI,,101600,1,100,0.1,102000,103100,101100,166359,16966358950,4016871011200,39536132,STK
051900,KR7051900009,LG생활건강,KOSPI,,259000,2,-4000,-1.52,264000,264500,258000,118682,30848902500,3970988110500,15302459,STK
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,215500,2,-5000,-2.27,222000,224000,212000,177432,38361885500,3963717575500,18393121,KSQ
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,73300,1,100,0.14,73900,74800,72300,129113,9493794200,3953424000000,53715000,KSQ
111770,KR7111770004,영원무역,KOSPI,,89100,1,500,0.56,89400,91300,88600,127769,11450893000,3948151798800,44311468,STK
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,59800,1,3100,5.47,57000,60000,57000,429721,25458253200,3897586710500,65505659,KSQ
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,88300,1,1000,1.15,88200,93400,87300,2739575,245580568550,3869192091600,43425276,KSQ
052690,KR7052690005,한전기술,KOSPI,,101300,1,5100,5.3,97100,102000,96900,556471,55924759500,3856398000000,38220000,STK
036460,KR7036460004,한국가스공사,KOSPI,,41400,3,0,0.0,41700,41700,41100,495011,20471897800,3821758200000,92313000,STK
002380,KR7002380004,KCC,KOSPI,,425000,2,-2000,-0.47,431500,440500,425000,40477,17429555250,3812296059000,8886471,STK
035250,KR7035250000,강원랜드,KOSPI,,17750,2,-20,-0.11,17850,17850,17710,480462,8537688670,3810280305000,213940500,STK
082740,KR7082740002,한화엔진,KOSPI,,45150,2,-350,-0.77,45700,46150,44100,2138175,96611583675,3805189675200,83447142,STK
017800,KR7017800004,현대엘리베이터,KOSPI,,91200,2,-1800,-1.94,93300,93300,91200,324755,29782847900,3600408658500,39092385,STK
031210,KR7031210008,서울보증보험,KOSPI,,50500,1,700,1.41,50200,50800,49850,61207,3086597500,3525990699000,69821598,STK
039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,271000,3,0,0.0,272000,273500,265500,107369,28934757000,3307799175000,12319550,KSQ
011780,KR7011780004,금호석유화학,KOSPI,,121300,2,-200,-0.16,122700,123300,121300,87815,10706211250,3165459827200,26031742,STK
042670,KR7042670000,HD현대인프라코어,KOSPI,,16430,1,730,4.65,15850,16910,15810,3272591,54220584935,3127376501280,188851238,STK
011170,KR7011170008,롯데케미칼,KOSPI,,72400,2,-1200,-1.63,74800,74900,72400,117614,8595954100,3126883128900,42775419,STK
097950,KR7097950000,CJ제일제당,KOSPI,,205500,2,-1500,-0.72,208500,208500,205000,67597,13932022500,3101162316000,15054186,STK
240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,61600,2,-1500,-2.38,64400,64500,61200,472760,29399324350,3033385081800,49083901,KSQ
0009K0,KR70009K0001,에임드바이오,KOSDAQ,기술성장기업부,46700,1,100,0.21,47100,48650,46150,1684246,79776625300,2999300526750,64156161,KSQ
026960,KR7026960005,동서,KOSPI,,29050,1,1800,6.61,27450,30950,27100,843197,24627540925,2956105000000,99700000,STK
012750,KR7012750006,에스원,KOSPI,,76400,1,1100,1.46,75700,78800,74800,198171,15258392000,2929736623800,37999178,STK
071970,KR7071970008,HD현대마린엔진,KOSPI,,86400,2,-300,-0.35,87600,88000,85400,142634,12348242400,2927425018500,33921495,STK
439260,KR7439260001,대한조선,KOSPI,,76300,1,1300,1.73,75400,77200,74000,716572,54593536200,2924147080800,38526312,STK
004990,KR7004990008,롯데지주,KOSPI,,27650,2,-50,-0.18,27900,28350,27650,313836,8739770725,2921722250450,104909237,STK
000990,KR7000990002,DB하이텍,KOSPI,,66500,1,300,0.45,66800,67200,65900,395807,26326116600,2893055102000,43504588,STK
103140,KR7103140000,풍산,KOSPI,,101300,2,-2000,-1.94,104700,104700,101300,115129,11759984400,2850069072600,28024278,STK
145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,227500,1,2000,0.89,226500,239500,224500,59365,13681247000,2817623557000,12304033,KSQ
226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,140200,1,7500,5.65,134900,145600,132500,1972347,277854485600,2812046663400,20114783,KSQ
009970,KR7009970005,영원무역홀딩스,KOSPI,,204500,1,12600,6.57,195000,207000,192400,57924,11730520150,2787592440500,13499237,STK
383220,KR7383220001,F&F,KOSPI,,72500,1,500,0.69,72700,72800,70800,117311,8465654050,2769601522500,38307075,STK
012510,KR7012510004,더존비즈온,KOSPI,,90000,2,-2300,-2.49,92900,92900,89800,190083,17200748800,2743565395200,30382784,STK
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,62700,1,700,1.13,62400,64200,62100,201362,12651084450,2730120000000,43681920,KSQ
103590,KR7103590006,일진전기,KOSPI,,56800,1,2100,3.84,55300,62500,55300,3543204,211341043450,2713298691000,47685390,STK
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,129300,1,4300,3.44,127300,130700,125000,325774,42033717900,2676727741200,20701684,KSQ
009420,KR7009420001,한올바이오파마,KOSPI,,51500,1,1400,2.79,50600,52000,50100,644976,32940003000,2664272538000,52240638,STK
088350,KR7088350004,한화생명,KOSPI,,3015,1,10,0.33,3015,3060,3015,2083929,6318316143,2644673850000,868530000,STK
030000,KR7030000004,제일기획,KOSPI,,22750,2,-50,-0.22,22950,23050,22650,631657,14423027275,2634444052500,115041225,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,27450,2,-50,-0.18,27750,28050,27400,248557,6889266850,2624959386000,94935240,STK
004370,KR7004370003,농심,KOSPI,,430500,2,-4500,-1.03,437000,437000,428750,23509,10133804250,2615536060000,6082642,STK
001450,KR7001450006,현대해상,KOSPI,,29000,3,0,0.0,29250,29600,29000,376985,11017697025,2614950000000,89400000,STK
014680,KR7014680003,한솔케미칼,KOSPI,,230500,2,-3500,-1.5,236000,237000,227500,42635,9816671500,2612762447500,11335195,STK
081660,KR7081660003,미스토홀딩스,KOSPI,,42950,2,-850,-1.94,44000,44000,42650,197314,8525690375,2587125868950,60095839,STK
008930,KR7008930000,한미사이언스,KOSPI,,37250,1,300,0.81,37300,38500,37100,146090,5489571275,2561263547500,68391550,STK
257720,KR7257720003,실리콘투,KOSDAQ,우량기업부,41200,2,-700,-1.67,42000,42450,41200,525603,21817626800,2526399800400,61171908,KSQ
018880,KR7018880005,한온시스템,KOSPI,,3690,2,-20,-0.54,3750,3750,3615,3820097,14059225221,2518209067920,678762552,STK
204320,KR7204320006,HL만도,KOSPI,,52200,2,-2800,-5.09,55200,55400,50700,2842399,150500236100,2465248800000,46957120,STK
004170,KR7004170007,신세계,KOSPI,,256000,1,10500,4.28,248500,260000,247000,126490,32445226250,2464343745500,9645181,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,30100,1,400,1.35,30000,30250,29300,405421,12163266050,2457702355000,81787100,STK
403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,29450,2,-200,-0.67,30050,30150,29050,531992,15648894425,2454857899200,83498568,KSQ
051600,KR7051600005,한전KPS,KOSPI,,53800,1,200,0.37,54100,54900,53600,363997,19762034500,2443500000000,45000000,STK
353200,KR7353200009,대덕전자,KOSPI,,48050,2,-1450,-2.93,49650,51100,47700,1493396,73328506625,2396720862500,49416925,STK
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,37300,2,-400,-1.06,37900,38150,36950,261836,9757682475,2393232598750,64247855,KSQ
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,67600,2,-300,-0.44,68000,68200,67000,241678,16295915350,2384230213200,35532492,KSQ
041510,KR7041510009,에스엠,KOSDAQ GLOBAL,우량기업부,102200,2,-1600,-1.54,103600,103900,101500,102229,10450826050,2339837318000,22894690,KSQ
001720,KR7001720002,신영증권,KOSPI,,140600,1,100,0.07,141200,144200,140600,14188,2020104200,2326260000000,16440000,STK
030530,KR7030530000,원익홀딩스,KOSDAQ,중견기업부,30000,2,-750,-2.44,31100,32300,30000,5351107,165201286575,2324863228100,77237981,KSQ
095340,KR7095340006,ISC,KOSDAQ GLOBAL,우량기업부,108800,1,900,0.83,109000,111300,107000,143799,15633230800,2306239910400,21197058,KSQ
039200,KR7039200001,오스코텍,KOSDAQ,벤처기업부,59900,1,300,0.5,60300,61600,58600,474561,28609469950,2287838924800,38258176,KSQ
139130,KR7139130009,iM금융지주,KOSPI,,13990,2,-240,-1.69,14350,14360,13990,569631,8026444745,2280109150620,162054666,STK
004800,KR7004800009,효성,KOSPI,,136200,1,1400,1.04,135900,140000,135200,33154,4550256500,2278369392700,16740407,STK
140410,KR7140410002,메지온,KOSDAQ,중견기업부,74300,2,-1500,-1.98,77100,78400,73900,184355,13856306850,2256038810200,30363914,KSQ
462870,KR7462870007,시프트업,KOSPI,,38250,2,-200,-0.52,38700,38700,38000,43010,1643372950,2255275080000,58961440,STK
003690,KR7003690005,코리안리,KOSPI,,11440,1,110,0.97,11390,11620,11240,396435,4548178105,2250182908050,194821031,STK
069620,KR7069620003,대웅제약,KOSPI,,193000,1,5700,3.04,190200,199400,190000,108735,21245163350,2246636892500,11586575,STK
018670,KR7018670000,SK가스,KOSPI,,239500,1,3000,1.27,238000,242000,236500,14629,3493018250,2204990694000,9245244,STK
139480,KR7139480008,이마트,KOSPI,,79100,2,-1500,-1.86,81100,81100,78300,268686,21316357300,2191108028600,27595819,STK
069960,KR7069960003,현대백화점,KOSPI,,95500,1,5000,5.52,91700,97000,90500,201836,19043200550,2181417573200,22628813,STK
028670,KR7028670008,팬오션,KOSPI,,4050,1,55,1.38,4010,4120,3985,2360013,9565408482,2173025066280,534569512,STK
000120,KR7000120006,CJ대한통운,KOSPI,,93600,2,-1100,-1.16,95700,96100,91100,148506,13871579850,2155766508000,22812344,STK
002790,KR7002790004,아모레퍼시픽홀딩스,KOSPI,,26900,1,200,0.75,27000,27500,26600,239149,6450449900,2145370860000,79458180,STK
000155,KR7000151001,두산우,KOSPI,,520000,2,-13000,-2.44,534000,537000,518000,16774,8786812500,2078160240000,3996462,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,72500,1,1000,1.4,72200,73000,71100,68757,4970375900,2056592488500,28288755,STK
357780,KR7357780006,솔브레인,KOSDAQ GLOBAL,우량기업부,262500,2,-4500,-1.69,269000,270000,262000,30677,8091907250,2041873575000,7778566,KSQ
005850,KR7005850003,에스엘,KOSPI,,43500,2,-450,-1.02,44250,44400,42900,405824,17756411375,2039090028000,46448520,STK
097230,KR7097230007,HJ중공업,KOSPI,,22050,2,-400,-1.78,22700,23100,22050,973576,21969960325,2009071404000,90295344,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,30350,2,-100,-0.33,30650,31000,30250,555695,17007484850,1991009270400,65493726,STK
222800,KR7222800005,심텍,KOSDAQ GLOBAL,우량기업부,54100,2,-800,-1.46,55300,55500,53100,639088,34423644600,1985167548800,37036708,KSQ
489790,KR7489790006,한화비전,KOSPI,,38350,2,-2150,-5.31,40650,40850,38350,2388762,92572678475,1951376273500,50488390,STK
475830,KR7475830006,오름테라퓨틱,KOSDAQ,기술성장기업부,92300,1,6600,7.7,89500,92300,87100,332620,29839770850,1942353696600,21158537,KSQ
457190,KR7457190007,이수스페셜티케미컬,KOSPI,,63900,2,-3000,-4.48,67200,67300,62700,854678,54705689600,1933329920000,30208280,STK
005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,37900,2,-450,-1.17,38600,38800,37250,639748,24172735025,1933184974400,51414494,KSQ
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,36750,3,0,0.0,37100,38400,36550,230557,8594488300,1929667311550,52365463,STK
112610,KR7112610001,씨에스윈드,KOSPI,,45150,1,1100,2.5,44700,46150,43550,729110,33045968825,1923015976800,42171403,STK
160190,KR7160190005,하이젠알앤엠,KOSDAQ,중견기업부,62000,2,-1500,-2.36,63300,63700,60300,240237,14941139350,1918144800000,30888000,KSQ
282330,KR7282330000,BGF리테일,KOSPI,,109600,2,-100,-0.09,110700,110700,108900,40554,4452351050,1899501269400,17283906,STK
010060,KR7010060002,OCI홀딩스,KOSPI,,99900,1,300,0.3,101000,102400,99000,110586,11098565450,1874491292800,18670232,STK
006040,KR7006040000,동원산업,KOSPI,,42500,1,1200,2.91,41550,42850,41400,245717,10401249050,1865252408500,44147986,STK
098460,KR7098460009,고영,KOSDAQ,우량기업부,27250,1,300,1.11,27050,28650,26700,9144098,253343292750,1857111122750,68654755,KSQ
483650,KR7483650008,달바글로벌,KOSPI,,149500,1,6000,4.18,142900,150500,142000,202970,30004359150,1847884075500,12343915,STK
007070,KR7007070006,GS리테일,KOSPI,,21900,2,-350,-1.57,22450,22600,21800,206513,4553103550,1843543500750,83607415,STK
032350,KR7032350001,롯데관광개발,KOSPI,,23100,1,1050,4.76,22300,23250,22100,896506,20480388075,1841339054600,79539484,STK
192820,KR7192820009,코스맥스,KOSPI,,162600,1,300,0.18,163900,165400,161000,79708,12965223750,1839755408900,11349509,STK
267270,KR7267270007,HD현대건설기계,KOSPI,,105600,1,5800,5.81,100300,107600,100100,455414,48181083800,1834699694100,17357613,STK
