symbol,regime,net_expectancy,trades,win_rate,cost_avg
000880,CHOP_LOWVOL,-0.0024134154384685396,1246,0.2897271268057785,0.0027999999999999995
000880,PANIC,-0.005997171614467817,19,0.3684210526315789,0.0027999999999999995
000660,TREND_UP,-0.0010032237542716574,5,0.2,0.0028
000660,TREND_DOWN,-0.0028,1,0.0,0.0028
000660,CHOP_HIGHVOL,0.0006207635079767777,13,0.3076923076923077,0.0027999999999999995
000660,CHOP_LOWVOL,-0.0027018975459750794,1331,0.29827197595792637,0.0028000000000000004
000660,PANIC,-0.001533984224513757,20,0.25,0.0027999999999999995
247540,TREND_UP,-0.009452248347218157,7,0.2857142857142857,0.0028
247540,TREND_DOWN,-0.007131495537744717,2,0.0,0.0028
247540,CHOP_HIGHVOL,-0.00039147754006898855,12,0.08333333333333333,0.0028
247540,CHOP_LOWVOL,-0.0025509791391815704,1095,0.25205479452054796,0.0028000000000000004
247540,PANIC,-0.0031252988999505536,37,0.3783783783783784,0.0027999999999999995
000100,TREND_UP,0.008246571209058952,2,0.5,0.0028
000100,TREND_DOWN,-0.001985667752442997,1,1.0,0.0028
000100,CHOP_HIGHVOL,0.0088471428648158,2,1.0,0.0028
000100,CHOP_LOWVOL,-0.002964555049746547,1237,0.26434923201293453,0.0027999999999999995
000100,PANIC,-0.0028717075541362185,24,0.25,0.0028
352820,TREND_UP,-0.008614182750529137,3,0.3333333333333333,0.0028
352820,CHOP_HIGHVOL,-0.00198002492711155,15,0.4,0.002799999999999999
352820,CHOP_LOWVOL,-0.0027862536060415328,1586,0.26670870113493067,0.0027999999999999995
352820,PANIC,-0.0038365955581066407,17,0.23529411764705882,0.0028
039490,TREND_DOWN,-0.0036431703204047217,1,0.0,0.0028
039490,CHOP_HIGHVOL,-0.004265107826074253,102,0.28431372549019607,0.0028000000000000013
039490,CHOP_LOWVOL,-0.002283826863523847,1361,0.30124908155767816,0.0028000000000000004
039490,PANIC,-0.0003867720101145703,22,0.5,0.002799999999999999
035420,TREND_UP,-0.02098181818181818,1,0.0,0.0028
035420,CHOP_HIGHVOL,-0.006665283193706928,12,0.3333333333333333,0.0028
035420,CHOP_LOWVOL,-0.0030781407493702395,1509,0.26110006626905236,0.0028
035420,PANIC,-0.004097291506539167,24,0.3333333333333333,0.0028
006400,TREND_UP,0.008063350485991995,1,1.0,0.0028
006400,CHOP_HIGHVOL,0.0008223697437589566,20,0.4,0.0027999999999999995
006400,CHOP_LOWVOL,-0.00274773302493054,1309,0.2666157372039725,0.0028000000000000004
006400,PANIC,-0.002949497555045792,18,0.4444444444444444,0.0027999999999999995
028300,TREND_UP,0.007815346561864452,2,0.5,0.0028
028300,CHOP_HIGHVOL,-0.004807913012575167,30,0.3333333333333333,0.002799999999999999
028300,CHOP_LOWVOL,-0.002921589759709199,1169,0.272027373823781,0.0028
028300,PANIC,-0.00012488817081631343,23,0.4782608695652174,0.0027999999999999995
071050,TREND_UP,-0.0036525149190110824,1,0.0,0.0028
071050,CHOP_HIGHVOL,-0.0006186675412772876,18,0.5,0.0027999999999999995
071050,CHOP_LOWVOL,-0.002505159908998483,1418,0.3159379407616361,0.0028
071050,PANIC,0.0001429387806974468,18,0.4444444444444444,0.0027999999999999995
006800,CHOP_HIGHVOL,-0.0018131399228386554,74,0.25675675675675674,0.0028
006800,CHOP_LOWVOL,-0.0021080390839251146,1317,0.2809415337889142,0.0028000000000000004
006800,PANIC,-0.0065736069386956135,22,0.22727272727272727,0.002799999999999999
373220,CHOP_HIGHVOL,-0.001937602276155514,5,0.2,0.0028
373220,CHOP_LOWVOL,-0.0028298376371474966,1344,0.27232142857142855,0.0028000000000000004
373220,PANIC,-0.00506727682711216,20,0.35,0.0027999999999999995
024110,TREND_DOWN,0.0006387895460797798,1,1.0,0.0028
024110,CHOP_HIGHVOL,-0.005811124053423694,2,0.5,0.0028
024110,CHOP_LOWVOL,-0.0027965705972268673,1565,0.27092651757188496,0.0028
024110,PANIC,-0.001007596375867143,32,0.5,0.0028
005940,TREND_UP,0.015390012983256308,2,1.0,0.0028
005940,TREND_DOWN,-0.0006617248752672843,1,1.0,0.0028
005940,CHOP_HIGHVOL,-0.0028791123938798047,26,0.3076923076923077,0.0027999999999999995
005940,CHOP_LOWVOL,-0.0026779199880479897,1408,0.2947443181818182,0.0028
005940,PANIC,0.0003008811612082124,28,0.35714285714285715,0.0027999999999999995
196170,TREND_UP,0.0006320688563353116,2,0.5,0.0028
196170,TREND_DOWN,0.0041930069930069935,1,1.0,0.0028
196170,CHOP_HIGHVOL,-0.0047420227176577625,30,0.3,0.002799999999999999
196170,CHOP_LOWVOL,-0.0025990345553322134,1194,0.2562814070351759,0.0028
196170,PANIC,0.0016449641274559187,18,0.3888888888888889,0.0027999999999999995
055550,CHOP_LOWVOL,-0.0028913392747163223,1575,0.25142857142857145,0.0028
055550,PANIC,-0.0011515203959441699,19,0.47368421052631576,0.0027999999999999995
207940,TREND_UP,0.02125167363543335,1,1.0,0.0028
207940,CHOP_HIGHVOL,0.056092815076560665,1,1.0,0.0028
207940,CHOP_LOWVOL,-0.002704154294277728,1302,0.28110599078341014,0.0028
207940,PANIC,-0.004112345211875023,30,0.3333333333333333,0.002799999999999999
034220,TREND_UP,-0.01044715362028223,3,0.0,0.0028
034220,CHOP_HIGHVOL,0.005581638301117915,2,0.5,0.0028
034220,CHOP_LOWVOL,-0.0024277433272849613,1286,0.26360808709175737,0.0028000000000000004
034220,PANIC,-0.0027115951558830077,25,0.32,0.0027999999999999995
278470,TREND_UP,0.020896682464454974,1,1.0,0.0028
278470,CHOP_HIGHVOL,-0.003689393075205105,121,0.2975206611570248,0.0027999999999999995
278470,CHOP_LOWVOL,-0.002490899451575157,1228,0.2744299674267101,0.0027999999999999995
278470,PANIC,-0.003481396297753646,25,0.48,0.0027999999999999995
259960,CHOP_HIGHVOL,-0.0056955592403308015,4,0.5,0.0028
259960,CHOP_LOWVOL,-0.0031261252651686626,1441,0.2546842470506593,0.0028000000000000004
259960,PANIC,-0.005166741060652161,24,0.3333333333333333,0.0028
033780,TREND_UP,-0.0254027397260274,1,0.0,0.0028
033780,CHOP_HIGHVOL,0.0006578146611341631,1,1.0,0.0028
033780,CHOP_LOWVOL,-0.0030654700127989163,1384,0.29263005780346824,0.0028000000000000004
033780,PANIC,-0.0032521264331283185,34,0.3235294117647059,0.0028
161390,TREND_UP,-0.005192344497607655,1,0.0,0.0028
161390,CHOP_HIGHVOL,-0.0024996427520420765,9,0.4444444444444444,0.0028
161390,CHOP_LOWVOL,-0.0025565782942517123,1495,0.3010033444816054,0.0028
161390,PANIC,-0.0034155666226492244,21,0.3333333333333333,0.002799999999999999
010140,TREND_UP,0.035448278745706864,3,1.0,0.0028
010140,CHOP_HIGHVOL,-0.0042376034538424215,19,0.2631578947368421,0.0027999999999999995
010140,CHOP_LOWVOL,-0.0026742373831171243,1226,0.2765089722675367,0.0028
010140,PANIC,-0.0025105695687252776,18,0.3888888888888889,0.0027999999999999995
042660,TREND_UP,-0.01027214086996604,3,0.3333333333333333,0.0028
042660,TREND_DOWN,-0.0059383391234718134,2,0.0,0.0028
042660,CHOP_HIGHVOL,-0.0003324298359179542,52,0.40384615384615385,0.0027999999999999995
042660,CHOP_LOWVOL,-0.002098892925861592,1143,0.3009623797025372,0.0028
042660,PANIC,0.001343262166407705,23,0.30434782608695654,0.0027999999999999995
005935,TREND_UP,-0.0019925809161432644,3,0.6666666666666666,0.0028
005935,CHOP_LOWVOL,-0.002641716999242416,1584,0.27714646464646464,0.0028
005935,PANIC,-0.0018558239086626325,22,0.5454545454545454,0.002799999999999999
277810,TREND_UP,-0.028379017190868387,2,0.0,0.0028
277810,CHOP_HIGHVOL,-0.0014052934588349671,75,0.32,0.0028
277810,CHOP_LOWVOL,-0.002423976498716044,1248,0.2620192307692308,0.0028
277810,PANIC,0.004570447309596573,20,0.45,0.0027999999999999995
087010,TREND_UP,0.05559299743555536,2,1.0,0.0028
087010,TREND_DOWN,-0.0052783147459727385,1,0.0,0.0028
087010,CHOP_HIGHVOL,-0.0038173322606842937,143,0.3356643356643357,0.0028
