symbol
005930
000660
373220
207940
005935
005380
034020
329180
012450
000270
105560
028260
068270
402340
035420
055550
042660
012330
015760
009540
267260
032830
010130
035720
051910
086790
005490
006400
196170
010140
000810
064350
009150
316140
003670
011200
138040
034730
096770
298040
247540
024110
033780
267250
0126Z0
066570
010120
086520
000150
086280
018260
030200
003550
352820
006800
259960
017670
042700
047810
298380
323410
326030
272210
007660
003230
047050
000100
071050
278470
277810
010950
443060
010620
180640
005830
000720
079550
003490
307950
039490
005940
161390
005387
016360
090430
011070
950160
029780
064400
032640
141080
377300
000880
028300
034220
087010
021240
006260
241560
128940
088980
454910
000250
001040
078930
066970
028050
009830
005385
175330
138930
058470
062040
001440
108490
450080
251270
004020
022100
036570
011790
271560
302440
214450
051900
111770
052690
002380
036460
310210
082740
035250
214370
347850
214150
017800
0009K0
031210
039030
011780
042670
011170
097950
240810
071970
004990
012750
439260
000990
103140
103590
026960
383220
145020
068760
088350
009970
012510
030000
226950
237690
001450
004370
008930
081660
014680
257720
004170
000240
361610
204320
051600
018880
403870
035900
263750
001720
041510
030530
353200
139130
003690
039200
462870
139480
095340
009420
018670
004800
097230
002790
000120
140410
028670
023530
069960
069620
000155
336260
005850
357780
160190
222800
083650
475830
010060
112610
489790
006040
005290
282330
457190
006280
060370
020150
267270
032350
483650
192820
023590
007070
098460
011210
008770
006360
065350
375500
073240
084370
020560
064760
005070
395400
445680
034230
058610
290650
067310
003570
466100
007340
047040
001430
089030
437730
085620
323280
007310
017960
077970
161890
178320
348370
300720
051915
140860
195940
003540
458870
007390
294870
293490
003090
003380
249420
00680K
035760
001800
000500
005440
036930
000080
000670
001120
096530
005300
120110
082270
071320
319400
100090
484870
358570
004000
185750
456160
285130
415640
376900
085660
204270
122870
232140
330590
192080
253450
078600
000815
229640
089860
388720
030610
389470
280360
440110
137310
328130
317450
424870
006120
012630
192400
009240
082640
486990
001570
030190
161580
365550
001740
075580
079160
115180
003530
468530
397030
101490
298020
281740
137400
181710
036530
006650
005690
213420
287840
499790
004490
003240
064960
112040
031980
319660
086900
100840
195870
183300
114090
417200
066575
007810
298050
108320
093370
000210
056190
036830
476060
166090
009450
218410
006730
131970
086450
225570
381970
248070
007700
014820
032190
090360
067160
042000
069260
005250
000640
376300
033500
002350
003850
950210
211050
003470
019170
281820
214320
071055
039130
00088K
008730
174900
002030
451800
001680
003620
095610
079900
475150
002840
102940
475960
