symbol,strategy,roi,max_drawdown,trades,win_rate,profit_factor,avg_win,avg_loss,avg_loss_abs,win_loss_ratio,cost_paid_total
005930,FearContrarian,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005930,Breakout,-0.001364119506807815,-0.007374035682779301,2,0.5,0.7713654230539733,0.004504562737642586,-0.00583972602739726,0.00583972602739726,0.7713654230539733,0.0062
005930,Breakout,-0.001364119506807815,-0.007374035682779301,2,0.5,0.7713654230539733,0.004504562737642586,-0.00583972602739726,0.00583972602739726,0.7713654230539733,0.0062
005930,regime_switch,-0.17065683488576366,-0.17094495904278711,48,0.08333333333333333,0.018339860528016335,0.0008723625418509174,-0.004324225121650284,0.004324225121650284,0.2017384658081797,0.1488
005930,mean_reversion,-0.9999993290571896,-0.9999993292689203,5602,0.14512674044983934,0.13540669867519226,0.002722986277210866,-0.003413901696739691,0.003413901696739691,0.7976170725159849,17.366199999999996
005930,mean_reversion,-0.9999993290571896,-0.9999993292689203,5602,0.14512674044983934,0.13540669867519226,0.002722986277210866,-0.003413901696739691,0.003413901696739691,0.7976170725159849,17.366199999999996
