regime,mean,count,std
R1_STRONG_UP,-0.12119009243727315,40,0.11842809883561843
R2_UP,-0.18085741047111265,14,0.14072307067245704
R3_UP_BOX,-0.059478505990133886,12,0.18944416165792027
R4_BOX,0.010172864071632886,17,0.1797839728390273
R5_DOWN_BOX,-0.04721165353715157,13,0.1498530285795019
R6_DOWN,0.16913319238900634,1,
R7_CRASH,-0.14876673713883015,4,0.12243774005542239
