regime,mean,count,std
R1_STRONG_UP,-0.01655021389854324,63,0.17946084143201985
R2_UP,-0.019155459928951228,26,0.20150866258593852
R3_UP_BOX,0.13589577425618896,25,0.24566398775876702
R4_BOX,0.0031067763164291987,36,0.20775122438487556
R5_DOWN_BOX,0.00417442217691587,31,0.1958872801664501
R6_DOWN,-0.026736420465327548,15,0.19621454919537334
R7_CRASH,0.05868109797120603,25,0.2620012274650909
