regime,mean,count,std
R1_STRONG_UP,0.03789263784208084,63,0.1876940883949795
R2_UP,0.05112346380899368,26,0.1936464887886648
R3_UP_BOX,-0.12524500632187985,25,0.2452391309173448
R4_BOX,-0.022080743661122622,36,0.1884370566804483
R5_DOWN_BOX,0.000405010508945945,31,0.20664536249406554
R6_DOWN,-0.005019442097923747,15,0.1693947030342432
R7_CRASH,-0.10237192791543441,25,0.263964784778187
