,equity
2025-10-01 13:16:00+09:00,98752990.35504386
2025-10-01 13:17:00+09:00,97737535.44136731
2025-10-01 13:18:00+09:00,97906777.92698008
2025-10-01 13:19:00+09:00,97811215.15747884
2025-10-01 13:20:00+09:00,97811215.15747884
2025-10-01 13:21:00+09:00,97811215.15747884
2025-10-01 13:22:00+09:00,97811215.15747884
2025-10-01 13:23:00+09:00,97811215.15747884
2025-10-01 13:24:00+09:00,97811215.15747884
2025-10-01 13:25:00+09:00,97811215.15747884
2025-10-01 13:26:00+09:00,97811215.15747884
2025-10-01 13:27:00+09:00,97811215.15747884
2025-10-01 13:28:00+09:00,97811215.15747884
2025-10-01 13:29:00+09:00,97811215.15747884
2025-10-01 13:30:00+09:00,97811215.15747884
2025-10-01 13:31:00+09:00,97811215.15747884
2025-10-01 13:32:00+09:00,97811215.15747884
2025-10-01 13:33:00+09:00,97811215.15747884
2025-10-01 13:34:00+09:00,97811215.15747884
2025-10-01 13:35:00+09:00,97811215.15747884
2025-10-01 13:36:00+09:00,97811215.15747884
2025-10-01 13:37:00+09:00,97811215.15747884
2025-10-01 13:38:00+09:00,97811215.15747884
2025-10-01 13:39:00+09:00,97811215.15747884
2025-10-01 13:40:00+09:00,97811215.15747884
2025-10-01 13:41:00+09:00,97811215.15747884
2025-10-01 13:42:00+09:00,97811215.15747884
2025-10-01 13:43:00+09:00,97811215.15747884
2025-10-01 13:44:00+09:00,97811215.15747884
2025-10-01 13:45:00+09:00,97811215.15747884
2025-10-01 13:46:00+09:00,97811215.15747884
2025-10-01 13:47:00+09:00,97811215.15747884
2025-10-01 13:48:00+09:00,97811215.15747884
2025-10-01 13:49:00+09:00,97811215.15747884
2025-10-01 13:50:00+09:00,97811215.15747884
2025-10-01 13:51:00+09:00,97811215.15747884
2025-10-01 13:52:00+09:00,97811215.15747884
2025-10-01 13:53:00+09:00,97811215.15747884
2025-10-01 13:54:00+09:00,97811215.15747884
2025-10-01 13:55:00+09:00,97811215.15747884
2025-10-01 13:56:00+09:00,97811215.15747884
2025-10-01 13:57:00+09:00,97811215.15747884
2025-10-01 13:58:00+09:00,97811215.15747884
2025-10-01 13:59:00+09:00,97811215.15747884
2025-10-01 14:00:00+09:00,97811215.15747884
2025-10-01 14:01:00+09:00,97811215.15747884
2025-10-01 14:02:00+09:00,97811215.15747884
2025-10-01 14:03:00+09:00,97811215.15747884
2025-10-01 14:04:00+09:00,97811215.15747884
2025-10-01 14:05:00+09:00,97811215.15747884
2025-10-01 14:06:00+09:00,97811215.15747884
2025-10-01 14:07:00+09:00,97811215.15747884
2025-10-01 14:08:00+09:00,97811215.15747884
2025-10-01 14:09:00+09:00,97811215.15747884
2025-10-01 14:10:00+09:00,97811215.15747884
2025-10-01 14:11:00+09:00,97811215.15747884
2025-10-01 14:12:00+09:00,97811215.15747884
2025-10-01 14:13:00+09:00,97811215.15747884
2025-10-01 14:14:00+09:00,97811215.15747884
2025-10-01 14:15:00+09:00,97811215.15747884
2025-10-01 14:16:00+09:00,97811215.15747884
2025-10-01 14:17:00+09:00,97811215.15747884
2025-10-01 14:18:00+09:00,97811215.15747884
2025-10-01 14:19:00+09:00,97811215.15747884
2025-10-01 14:20:00+09:00,97811215.15747884
2025-10-01 14:21:00+09:00,97811215.15747884
2025-10-01 14:22:00+09:00,97811215.15747884
2025-10-01 14:23:00+09:00,97811215.15747884
2025-10-01 14:24:00+09:00,97811215.15747884
2025-10-01 14:25:00+09:00,97811215.15747884
2025-10-01 14:26:00+09:00,97811215.15747884
2025-10-01 14:27:00+09:00,97811215.15747884
2025-10-01 14:28:00+09:00,97811215.15747884
2025-10-01 14:29:00+09:00,97811215.15747884
2025-10-01 14:30:00+09:00,97811215.15747884
2025-10-01 14:31:00+09:00,97811215.15747884
2025-10-01 14:32:00+09:00,97811215.15747884
2025-10-01 14:33:00+09:00,97811215.15747884
2025-10-01 14:34:00+09:00,97811215.15747884
2025-10-01 14:35:00+09:00,97811215.15747884
2025-10-01 14:36:00+09:00,97811215.15747884
2025-10-01 14:37:00+09:00,97811215.15747884
2025-10-01 14:38:00+09:00,97811215.15747884
2025-10-01 14:39:00+09:00,97811215.15747884
2025-10-01 14:40:00+09:00,97811215.15747884
2025-10-01 14:41:00+09:00,97811215.15747884
2025-10-01 14:42:00+09:00,97811215.15747884
2025-10-01 14:43:00+09:00,97811215.15747884
2025-10-01 14:44:00+09:00,97811215.15747884
2025-10-01 14:45:00+09:00,97772090.67141585
2025-10-01 14:46:00+09:00,97603663.29730488
2025-10-01 14:47:00+09:00,97687876.98436038
2025-10-01 14:48:00+09:00,97940518.04552682
2025-10-01 14:49:00+09:00,97687876.98436037
2025-10-01 14:50:00+09:00,98866868.60313714
2025-10-01 14:51:00+09:00,99372150.72547002
2025-10-01 14:52:00+09:00,99119509.66430357
2025-10-01 14:53:00+09:00,99203723.35135905
2025-10-01 14:54:00+09:00,99203723.35135905
2025-10-01 14:55:00+09:00,98698441.22902615
2025-10-01 14:56:00+09:00,98108945.41963777
2025-10-01 14:57:00+09:00,97856304.35847132
2025-10-01 14:58:00+09:00,98530013.85491517
2025-10-01 14:59:00+09:00,98445800.16785969
2025-10-01 15:00:00+09:00,98866868.6031371
2025-10-01 15:01:00+09:00,98614227.54197066
2025-10-01 15:02:00+09:00,98277372.79374872
2025-10-01 15:03:00+09:00,98361586.4808042
2025-10-01 15:04:00+09:00,98530013.85491517
2025-10-01 15:05:00+09:00,98614227.54197066
2025-10-01 15:06:00+09:00,98445800.16785969
2025-10-01 15:07:00+09:00,98193159.10669324
2025-10-01 15:08:00+09:00,99119509.66430356
2025-10-01 15:09:00+09:00,98782654.91608162
2025-10-01 15:10:00+09:00,99624791.78663646
2025-10-01 15:11:00+09:00,100298501.28308031
2025-10-01 15:12:00+09:00,100214287.59602483
2025-10-01 15:13:00+09:00,100045860.22191386
2025-10-01 15:14:00+09:00,101393279.21480158
2025-10-01 15:15:00+09:00,102951232.42532802
2025-10-01 15:16:00+09:00,101561706.58891255
2025-10-01 15:17:00+09:00,101898561.33713448
2025-10-01 15:18:00+09:00,101982775.02418996
2025-10-01 15:19:00+09:00,102656484.52063383
2025-10-01 15:30:00+09:00,102656484.52063383
2025-10-01 15:35:00+09:00,102656484.52063383
2025-10-02 09:00:00+09:00,109983075.29446086
2025-10-02 09:01:00+09:00,107119809.93457444
2025-10-02 09:02:00+09:00,105688177.25463124
2025-10-02 09:03:00+09:00,105688177.25463124
2025-10-02 09:04:00+09:00,106782955.1863525
2025-10-02 09:05:00+09:00,106782955.1863525
2025-10-02 09:06:00+09:00,106867168.87340799
2025-10-02 09:07:00+09:00,106698741.49929702
2025-10-02 09:08:00+09:00,106614527.81224154
2025-10-02 09:09:00+09:00,108635656.30157313
2025-10-02 09:10:00+09:00,109477793.17212796
2025-10-02 09:11:00+09:00,110404143.72973828
2025-10-02 09:12:00+09:00,110740998.47796021
2025-10-02 09:13:00+09:00,109983075.29446086
2025-10-02 09:14:00+09:00,109140938.42390603
2025-10-02 09:15:00+09:00,109309365.79801698
2025-10-02 09:16:00+09:00,110235716.3556273
2025-10-02 09:17:00+09:00,109983075.29446085
2025-10-02 09:18:00+09:00,110993639.53912665
2025-10-02 09:19:00+09:00,109940968.45093311
2025-10-02 09:20:00+09:00,110235716.3556273
2025-10-02 09:21:00+09:00,110404143.72973827
2025-10-02 09:22:00+09:00,110909425.85207117
2025-10-02 09:23:00+09:00,111035746.38265438
2025-10-02 09:24:00+09:00,110825212.16501568
2025-10-02 09:25:00+09:00,110109395.82504408
2025-10-02 09:26:00+09:00,110572571.10384925
2025-10-02 09:27:00+09:00,110404143.72973828
2025-10-02 09:28:00+09:00,109562006.85918345
2025-10-02 09:29:00+09:00,109730434.23329441
2025-10-02 09:30:00+09:00,107414557.83926862
2025-10-02 09:31:00+09:00,107877733.11807378
2025-10-02 09:32:00+09:00,108130374.17924023
2025-10-02 09:33:00+09:00,107540878.36985184
2025-10-02 09:34:00+09:00,106951382.56046346
2025-10-02 09:35:00+09:00,105772390.9416867
2025-10-02 09:36:00+09:00,105351322.50640929
2025-10-02 09:37:00+09:00,105182895.13229832
2025-10-02 09:38:00+09:00,106326668.58714847
2025-10-02 09:39:00+09:00,106326668.58714847
2025-10-02 09:40:00+09:00,106326668.58714847
2025-10-02 09:41:00+09:00,106326668.58714847
2025-10-02 09:42:00+09:00,106326668.58714847
2025-10-02 09:43:00+09:00,106326668.58714847
2025-10-02 09:44:00+09:00,106326668.58714847
2025-10-02 09:45:00+09:00,106326668.58714847
2025-10-02 09:46:00+09:00,106326668.58714847
2025-10-02 09:47:00+09:00,106326668.58714847
2025-10-02 09:48:00+09:00,106326668.58714847
2025-10-02 09:49:00+09:00,106326668.58714847
2025-10-02 09:50:00+09:00,106326668.58714847
2025-10-02 09:51:00+09:00,106326668.58714847
2025-10-02 09:52:00+09:00,106326668.58714847
2025-10-02 09:53:00+09:00,106326668.58714847
2025-10-02 09:54:00+09:00,106326668.58714847
2025-10-02 09:55:00+09:00,106326668.58714847
2025-10-02 09:56:00+09:00,106326668.58714847
2025-10-02 09:57:00+09:00,106326668.58714847
2025-10-02 09:58:00+09:00,106326668.58714847
2025-10-02 09:59:00+09:00,106326668.58714847
2025-10-02 10:00:00+09:00,106326668.58714847
2025-10-02 10:01:00+09:00,106326668.58714847
2025-10-02 10:02:00+09:00,106326668.58714847
2025-10-02 10:03:00+09:00,106326668.58714847
2025-10-02 10:04:00+09:00,106326668.58714847
2025-10-02 10:05:00+09:00,106326668.58714847
2025-10-02 10:06:00+09:00,106326668.58714847
2025-10-02 10:07:00+09:00,106326668.58714847
2025-10-02 10:08:00+09:00,106326668.58714847
2025-10-02 10:09:00+09:00,106326668.58714847
2025-10-02 10:10:00+09:00,106326668.58714847
2025-10-02 10:11:00+09:00,106326668.58714847
2025-10-02 10:12:00+09:00,106326668.58714847
2025-10-02 10:13:00+09:00,106326668.58714847
2025-10-02 10:14:00+09:00,106326668.58714847
2025-10-02 10:15:00+09:00,106326668.58714847
2025-10-02 10:16:00+09:00,106326668.58714847
2025-10-02 10:17:00+09:00,106326668.58714847
2025-10-02 10:18:00+09:00,106326668.58714847
2025-10-02 10:19:00+09:00,106326668.58714847
2025-10-02 10:20:00+09:00,106326668.58714847
2025-10-02 10:21:00+09:00,106326668.58714847
2025-10-02 10:22:00+09:00,106326668.58714847
2025-10-02 10:23:00+09:00,106326668.58714847
2025-10-02 10:24:00+09:00,106326668.58714847
2025-10-02 10:25:00+09:00,106326668.58714847
2025-10-02 10:26:00+09:00,106326668.58714847
2025-10-02 10:27:00+09:00,106326668.58714847
2025-10-02 10:28:00+09:00,106326668.58714847
2025-10-02 10:29:00+09:00,106326668.58714847
2025-10-02 10:30:00+09:00,106326668.58714847
2025-10-02 10:31:00+09:00,106326668.58714847
2025-10-02 10:32:00+09:00,106326668.58714847
2025-10-02 10:33:00+09:00,106326668.58714847
2025-10-02 10:34:00+09:00,106326668.58714847
2025-10-02 10:35:00+09:00,106326668.58714847
2025-10-02 10:36:00+09:00,106326668.58714847
2025-10-02 10:37:00+09:00,106326668.58714847
2025-10-02 10:38:00+09:00,106326668.58714847
2025-10-02 10:39:00+09:00,106326668.58714847
2025-10-02 10:40:00+09:00,106326668.58714847
2025-10-02 10:41:00+09:00,106326668.58714847
2025-10-02 10:42:00+09:00,106326668.58714847
2025-10-02 10:43:00+09:00,106326668.58714847
2025-10-02 10:44:00+09:00,106326668.58714847
2025-10-02 10:45:00+09:00,106326668.58714847
2025-10-02 10:46:00+09:00,106326668.58714847
2025-10-02 10:47:00+09:00,106326668.58714847
2025-10-02 10:48:00+09:00,106326668.58714847
2025-10-02 10:49:00+09:00,106326668.58714847
2025-10-02 10:50:00+09:00,106326668.58714847
2025-10-02 10:51:00+09:00,106326668.58714847
2025-10-02 10:52:00+09:00,106326668.58714847
2025-10-02 10:53:00+09:00,106326668.58714847
2025-10-02 10:54:00+09:00,106326668.58714847
2025-10-02 10:55:00+09:00,106326668.58714847
2025-10-02 10:56:00+09:00,106326668.58714847
2025-10-02 10:57:00+09:00,106326668.58714847
2025-10-02 10:58:00+09:00,106326668.58714847
2025-10-02 10:59:00+09:00,106326668.58714847
2025-10-02 11:00:00+09:00,106326668.58714847
2025-10-02 11:01:00+09:00,106326668.58714847
2025-10-02 11:02:00+09:00,106326668.58714847
2025-10-02 11:03:00+09:00,106326668.58714847
2025-10-02 11:04:00+09:00,106326668.58714847
2025-10-02 11:05:00+09:00,106326668.58714847
2025-10-02 11:06:00+09:00,106326668.58714847
2025-10-02 11:07:00+09:00,106326668.58714847
2025-10-02 11:08:00+09:00,106326668.58714847
2025-10-02 11:09:00+09:00,106326668.58714847
2025-10-02 11:10:00+09:00,106326668.58714847
2025-10-02 11:11:00+09:00,106326668.58714847
2025-10-02 11:12:00+09:00,106326668.58714847
2025-10-02 11:13:00+09:00,106326668.58714847
2025-10-02 11:14:00+09:00,106326668.58714847
2025-10-02 11:15:00+09:00,106326668.58714847
2025-10-02 11:16:00+09:00,106326668.58714847
2025-10-02 11:17:00+09:00,106326668.58714847
2025-10-02 11:18:00+09:00,106326668.58714847
2025-10-02 11:19:00+09:00,106326668.58714847
2025-10-02 11:20:00+09:00,106326668.58714847
2025-10-02 11:21:00+09:00,106326668.58714847
2025-10-02 11:22:00+09:00,106326668.58714847
2025-10-02 11:23:00+09:00,106326668.58714847
2025-10-02 11:24:00+09:00,106326668.58714847
2025-10-02 11:25:00+09:00,106326668.58714847
2025-10-02 11:26:00+09:00,106326668.58714847
2025-10-02 11:27:00+09:00,106326668.58714847
2025-10-02 11:28:00+09:00,106326668.58714847
2025-10-02 11:29:00+09:00,106326668.58714847
2025-10-02 11:30:00+09:00,106326668.58714847
2025-10-02 11:31:00+09:00,106326668.58714847
2025-10-02 11:32:00+09:00,106326668.58714847
2025-10-02 11:33:00+09:00,106326668.58714847
2025-10-02 11:34:00+09:00,106326668.58714847
2025-10-02 11:35:00+09:00,106326668.58714847
2025-10-02 11:36:00+09:00,106326668.58714847
2025-10-02 11:37:00+09:00,106326668.58714847
2025-10-02 11:38:00+09:00,106326668.58714847
2025-10-02 11:39:00+09:00,106326668.58714847
2025-10-02 11:40:00+09:00,106326668.58714847
2025-10-02 11:41:00+09:00,106326668.58714847
2025-10-02 11:42:00+09:00,106326668.58714847
2025-10-02 11:43:00+09:00,106326668.58714847
2025-10-02 11:44:00+09:00,106326668.58714847
2025-10-02 11:45:00+09:00,106326668.58714847
2025-10-02 11:46:00+09:00,106326668.58714847
2025-10-02 11:47:00+09:00,106326668.58714847
2025-10-02 11:48:00+09:00,106326668.58714847
2025-10-02 11:49:00+09:00,106326668.58714847
2025-10-02 11:50:00+09:00,106326668.58714847
2025-10-02 11:51:00+09:00,106326668.58714847
2025-10-02 11:52:00+09:00,106284137.91971362
2025-10-02 11:53:00+09:00,106284137.91971362
2025-10-02 11:54:00+09:00,106109758.6942506
2025-10-02 11:55:00+09:00,106545706.75790817
2025-10-02 11:56:00+09:00,107243223.65976028
2025-10-02 11:57:00+09:00,107156034.04702877
2025-10-02 11:58:00+09:00,107243223.65976027
2025-10-02 11:59:00+09:00,107591982.1106863
2025-10-02 12:00:00+09:00,108376688.6252699
2025-10-02 12:01:00+09:00,109597343.20351107
2025-10-02 12:02:00+09:00,109684532.81624258
2025-10-02 12:03:00+09:00,109422963.97804804
2025-10-02 12:04:00+09:00,109684532.81624258
2025-10-02 12:05:00+09:00,108987015.91439047
2025-10-02 12:06:00+09:00,109422963.97804804
2025-10-02 12:07:00+09:00,109728127.62260832
2025-10-02 12:08:00+09:00,109858912.0417056
2025-10-02 12:09:00+09:00,109161395.13985349
2025-10-02 12:10:00+09:00,109074205.52712198
2025-10-02 12:11:00+09:00,109510153.59077953
2025-10-02 12:12:00+09:00,109684532.81624256
2025-10-02 12:13:00+09:00,110033291.26716861
2025-10-02 12:14:00+09:00,109771722.42897406
2025-10-02 12:15:00+09:00,109858912.04170558
2025-10-02 12:16:00+09:00,110643618.55628918
2025-10-02 12:17:00+09:00,110992377.00721523
2025-10-02 12:18:00+09:00,110382049.71809465
2025-10-02 12:19:00+09:00,109946101.65443708
2025-10-02 12:20:00+09:00,109858912.04170556
2025-10-02 12:21:00+09:00,109858912.04170556
2025-10-02 12:22:00+09:00,109771722.42897405
2025-10-02 12:23:00+09:00,109422963.978048
2025-10-02 12:24:00+09:00,108463878.23800136
2025-10-02 12:25:00+09:00,108987015.91439044
2025-10-02 12:26:00+09:00,109248584.75258498
2025-10-02 12:27:00+09:00,109335774.3653165
2025-10-02 12:28:00+09:00,109074205.52712196
2025-10-02 12:29:00+09:00,108638257.4634644
2025-10-02 12:30:00+09:00,109074205.52712196
2025-10-02 12:31:00+09:00,110033291.26716861
2025-10-02 12:32:00+09:00,109510153.59077954
2025-10-02 12:33:00+09:00,109422963.97804803
2025-10-02 12:34:00+09:00,109510153.59077953
2025-10-02 12:35:00+09:00,109771722.42897406
2025-10-02 12:36:00+09:00,109248584.75258498
2025-10-02 12:37:00+09:00,109597343.20351103
2025-10-02 12:38:00+09:00,109422963.978048
2025-10-02 12:39:00+09:00,108812636.68892741
2025-10-02 12:40:00+09:00,109161395.13985346
2025-10-02 12:41:00+09:00,109248584.75258498
2025-10-02 12:42:00+09:00,108987015.91439044
2025-10-02 12:43:00+09:00,108202309.39980684
2025-10-02 12:44:00+09:00,107679171.72341776
2025-10-02 12:45:00+09:00,107910163.16442734
2025-10-02 12:46:00+09:00,107910163.16442734
2025-10-02 12:47:00+09:00,107910163.16442734
2025-10-02 12:48:00+09:00,107910163.16442734
2025-10-02 12:49:00+09:00,107910163.16442734
2025-10-02 12:50:00+09:00,107910163.16442734
2025-10-02 12:51:00+09:00,107910163.16442734
2025-10-02 12:52:00+09:00,107910163.16442734
2025-10-02 12:53:00+09:00,107910163.16442734
2025-10-02 12:54:00+09:00,107910163.16442734
2025-10-02 12:55:00+09:00,107910163.16442734
2025-10-02 12:56:00+09:00,107910163.16442734
2025-10-02 12:57:00+09:00,107910163.16442734
2025-10-02 12:58:00+09:00,107910163.16442734
2025-10-02 12:59:00+09:00,107910163.16442734
2025-10-02 13:00:00+09:00,107910163.16442734
2025-10-02 13:01:00+09:00,107910163.16442734
2025-10-02 13:02:00+09:00,107910163.16442734
2025-10-02 13:03:00+09:00,107910163.16442734
2025-10-02 13:04:00+09:00,107910163.16442734
2025-10-02 13:05:00+09:00,107910163.16442734
2025-10-02 13:06:00+09:00,107910163.16442734
2025-10-02 13:07:00+09:00,107910163.16442734
2025-10-02 13:08:00+09:00,107910163.16442734
2025-10-02 13:09:00+09:00,107910163.16442734
2025-10-02 13:10:00+09:00,107910163.16442734
2025-10-02 13:11:00+09:00,107910163.16442734
2025-10-02 13:12:00+09:00,107910163.16442734
2025-10-02 13:13:00+09:00,107910163.16442734
2025-10-02 13:14:00+09:00,107910163.16442734
2025-10-02 13:15:00+09:00,107910163.16442734
2025-10-02 13:16:00+09:00,107910163.16442734
2025-10-02 13:17:00+09:00,107910163.16442734
2025-10-02 13:18:00+09:00,107910163.16442734
2025-10-02 13:19:00+09:00,107910163.16442734
2025-10-02 13:20:00+09:00,107910163.16442734
2025-10-02 13:21:00+09:00,107910163.16442734
2025-10-02 13:22:00+09:00,107910163.16442734
2025-10-02 13:23:00+09:00,107910163.16442734
2025-10-02 13:24:00+09:00,107910163.16442734
2025-10-02 13:25:00+09:00,107910163.16442734
2025-10-02 13:26:00+09:00,107910163.16442734
2025-10-02 13:27:00+09:00,107910163.16442734
2025-10-02 13:28:00+09:00,107910163.16442734
2025-10-02 13:29:00+09:00,107910163.16442734
2025-10-02 13:30:00+09:00,107910163.16442734
2025-10-02 13:31:00+09:00,107910163.16442734
2025-10-02 13:32:00+09:00,107910163.16442734
2025-10-02 13:33:00+09:00,107910163.16442734
2025-10-02 13:34:00+09:00,107910163.16442734
2025-10-02 13:35:00+09:00,107910163.16442734
2025-10-02 13:36:00+09:00,107910163.16442734
2025-10-02 13:37:00+09:00,107910163.16442734
2025-10-02 13:38:00+09:00,107910163.16442734
2025-10-02 13:39:00+09:00,107910163.16442734
2025-10-02 13:40:00+09:00,107910163.16442734
2025-10-02 13:41:00+09:00,107910163.16442734
2025-10-02 13:42:00+09:00,107910163.16442734
2025-10-02 13:43:00+09:00,107910163.16442734
2025-10-02 13:44:00+09:00,107910163.16442734
2025-10-02 13:45:00+09:00,107910163.16442734
2025-10-02 13:46:00+09:00,107910163.16442734
2025-10-02 13:47:00+09:00,107910163.16442734
2025-10-02 13:48:00+09:00,107910163.16442734
2025-10-02 13:49:00+09:00,107910163.16442734
2025-10-02 13:50:00+09:00,107910163.16442734
2025-10-02 13:51:00+09:00,107910163.16442734
2025-10-02 13:52:00+09:00,107910163.16442734
2025-10-02 13:53:00+09:00,107910163.16442734
2025-10-02 13:54:00+09:00,107910163.16442734
2025-10-02 13:55:00+09:00,107910163.16442734
2025-10-02 13:56:00+09:00,107910163.16442734
2025-10-02 13:57:00+09:00,107910163.16442734
2025-10-02 13:58:00+09:00,107910163.16442734
2025-10-02 13:59:00+09:00,107910163.16442734
2025-10-02 14:00:00+09:00,107910163.16442734
2025-10-02 14:01:00+09:00,107910163.16442734
2025-10-02 14:02:00+09:00,107910163.16442734
2025-10-02 14:03:00+09:00,107910163.16442734
2025-10-02 14:04:00+09:00,107910163.16442734
2025-10-02 14:05:00+09:00,107910163.16442734
2025-10-02 14:06:00+09:00,107910163.16442734
2025-10-02 14:07:00+09:00,107910163.16442734
2025-10-02 14:08:00+09:00,107910163.16442734
2025-10-02 14:09:00+09:00,107910163.16442734
2025-10-02 14:10:00+09:00,107910163.16442734
2025-10-02 14:11:00+09:00,107910163.16442734
2025-10-02 14:12:00+09:00,107910163.16442734
2025-10-02 14:13:00+09:00,107910163.16442734
2025-10-02 14:14:00+09:00,107910163.16442734
2025-10-02 14:15:00+09:00,107910163.16442734
2025-10-02 14:16:00+09:00,107910163.16442734
2025-10-02 14:17:00+09:00,107910163.16442734
2025-10-02 14:18:00+09:00,107910163.16442734
2025-10-02 14:19:00+09:00,107910163.16442734
2025-10-02 14:20:00+09:00,107910163.16442734
2025-10-02 14:21:00+09:00,107910163.16442734
2025-10-02 14:22:00+09:00,107910163.16442734
2025-10-02 14:23:00+09:00,107910163.16442734
2025-10-02 14:24:00+09:00,107910163.16442734
2025-10-02 14:25:00+09:00,107910163.16442734
2025-10-02 14:26:00+09:00,107910163.16442734
2025-10-02 14:27:00+09:00,107910163.16442734
2025-10-02 14:28:00+09:00,107910163.16442734
2025-10-02 14:29:00+09:00,107910163.16442734
2025-10-02 14:30:00+09:00,107910163.16442734
2025-10-02 14:31:00+09:00,107910163.16442734
2025-10-02 14:32:00+09:00,107910163.16442734
2025-10-02 14:33:00+09:00,107910163.16442734
2025-10-02 14:34:00+09:00,107910163.16442734
2025-10-02 14:35:00+09:00,107910163.16442734
2025-10-02 14:36:00+09:00,107910163.16442734
2025-10-02 14:37:00+09:00,107910163.16442734
2025-10-02 14:38:00+09:00,107910163.16442734
2025-10-02 14:39:00+09:00,107910163.16442734
2025-10-02 14:40:00+09:00,107910163.16442734
2025-10-02 14:41:00+09:00,107910163.16442734
2025-10-02 14:42:00+09:00,107910163.16442734
2025-10-02 14:43:00+09:00,107910163.16442734
2025-10-02 14:44:00+09:00,107910163.16442734
2025-10-02 14:45:00+09:00,107910163.16442734
2025-10-02 14:46:00+09:00,107910163.16442734
2025-10-02 14:47:00+09:00,107910163.16442734
2025-10-02 14:48:00+09:00,107910163.16442734
2025-10-02 14:49:00+09:00,107910163.16442734
2025-10-02 14:50:00+09:00,107910163.16442734
2025-10-02 14:51:00+09:00,107910163.16442734
2025-10-02 14:52:00+09:00,107910163.16442734
2025-10-02 14:53:00+09:00,107910163.16442734
2025-10-02 14:54:00+09:00,107910163.16442734
2025-10-02 14:55:00+09:00,107910163.16442734
2025-10-02 14:56:00+09:00,107910163.16442734
2025-10-02 14:57:00+09:00,107910163.16442734
2025-10-02 14:58:00+09:00,107910163.16442734
2025-10-02 14:59:00+09:00,107910163.16442734
2025-10-02 15:00:00+09:00,107910163.16442734
2025-10-02 15:01:00+09:00,107910163.16442734
2025-10-02 15:02:00+09:00,107910163.16442734
2025-10-02 15:03:00+09:00,107910163.16442734
2025-10-02 15:04:00+09:00,107910163.16442734
2025-10-02 15:05:00+09:00,107910163.16442734
2025-10-02 15:06:00+09:00,107910163.16442734
2025-10-02 15:07:00+09:00,107910163.16442734
2025-10-02 15:08:00+09:00,107910163.16442734
2025-10-02 15:09:00+09:00,107910163.16442734
2025-10-02 15:10:00+09:00,107910163.16442734
2025-10-02 15:11:00+09:00,107910163.16442734
2025-10-02 15:12:00+09:00,107910163.16442734
2025-10-02 15:13:00+09:00,107910163.16442734
2025-10-02 15:14:00+09:00,107910163.16442734
2025-10-02 15:15:00+09:00,107910163.16442734
2025-10-02 15:16:00+09:00,107910163.16442734
2025-10-02 15:17:00+09:00,107910163.16442734
